count,dst,relation,src,weight
1,atp,MENTIONS,sent_0ab5cd9c1ca3,1.0
1,edberg,MENTIONS,sent_0ab5cd9c1ca3,1.0
1,his classic rivalries,MENTIONS,sent_0ab5cd9c1ca3,1.0
1,the atp,MENTIONS,sent_0ab5cd9c1ca3,1.0
1,aisam,MENTIONS,sent_0afa4c2da284,1.0
1,aisamulhaq qureshi,MENTIONS,sent_0afa4c2da284,1.0
1,hamburg,MENTIONS,sent_0afa4c2da284,1.0
1,jonathan marray,MENTIONS,sent_0afa4c2da284,1.0
1,qureshi,MENTIONS,sent_0afa4c2da284,1.0
1,sent_7873f48bdbc6,NEXT,sent_0afa4c2da284,1.0
1,the defending champions,MENTIONS,sent_0afa4c2da284,1.0
1,2015,MENTIONS,sent_0b08d809b556,1.0
1,a designated host,MENTIONS,sent_0b08d809b556,1.0
1,each school,MENTIONS,sent_0b08d809b556,1.0
1,francis xavier,MENTIONS,sent_0b08d809b556,1.0
1,saint mary,MENTIONS,sent_0b08d809b556,1.0
1,saint marys,MENTIONS,sent_0b08d809b556,1.0
1,st francis xavier,MENTIONS,sent_0b08d809b556,1.0
1,the 2015 host,MENTIONS,sent_0b08d809b556,1.0
1,the events,MENTIONS,sent_0b08d809b556,1.0
1,the host,MENTIONS,sent_0b08d809b556,1.0
1,the second year,MENTIONS,sent_0b08d809b556,1.0
1,a result,MENTIONS,sent_0b7a348da63b,1.0
1,a twoweek holiday,MENTIONS,sent_0b7a348da63b,1.0
1,cuba,MENTIONS,sent_0b7a348da63b,1.0
1,february,MENTIONS,sent_0b7a348da63b,1.0
1,february 1932,MENTIONS,sent_0b7a348da63b,1.0
1,gershwin,MENTIONS,sent_0b7a348da63b,1.0
1,havana,MENTIONS,sent_0b7a348da63b,1.0
2,rumba,MENTIONS,sent_0b7a348da63b,1.0
1,sent_9348e09f62e8,NEXT,sent_0b7a348da63b,1.0
1,twoweek,MENTIONS,sent_0b7a348da63b,1.0
1,a forthcoming trilogy,MENTIONS,sent_0b96195b4a37,1.0
1,dust,MENTIONS,sent_0b96195b4a37,1.0
1,fantasy novels,MENTIONS,sent_0b96195b4a37,1.0
1,philip pullman,MENTIONS,sent_0b96195b4a37,1.0
1,sent_3fd2417bed64,NEXT,sent_0b96195b4a37,1.0
1,the book,MENTIONS,sent_0b96195b4a37,1.0
1,the book of dust,MENTIONS,sent_0b96195b4a37,1.0
1,charlotte riley,MENTIONS,sent_0bf0e3d54d70,1.0
1,debbie harry,MENTIONS,sent_0bf0e3d54d70,1.0
1,dervla kirwan,MENTIONS,sent_0bf0e3d54d70,1.0
1,jimmy cautys,MENTIONS,sent_0bf0e3d54d70,1.0
1,magic,MENTIONS,sent_0bf0e3d54d70,1.0
1,sent_88132e4499ae,NEXT,sent_0bf0e3d54d70,1.0
1,steve stones,MENTIONS,sent_0bf0e3d54d70,1.0
1,april 21 1991,MENTIONS,sent_0c3daf517eb5,1.0
1,paulo borrachinha,MENTIONS,sent_0c3daf517eb5,1.0
1,paulo henrique costa,MENTIONS,sent_0c3daf517eb5,1.0
1,the middleweight division,MENTIONS,sent_0c3daf517eb5,1.0
1,the ultimate fighting championship,MENTIONS,sent_0c3daf517eb5,1.0
1,a competitive eater,MENTIONS,sent_0c8cf832be58,1.0
1,carlene lefevre,MENTIONS,sent_0c8cf832be58,1.0
1,henderson,MENTIONS,sent_0c8cf832be58,1.0
1,nevada,MENTIONS,sent_0c8cf832be58,1.0
1,sent_4bf22e9e21c5,NEXT,sent_0c8cf832be58,1.0
1,bionicle,MENTIONS,sent_0cc116d11182,1.0
1,bionicle legends,MENTIONS,sent_0cc116d11182,1.0
1,sent_cd21d04441d1,NEXT,sent_0cc116d11182,1.0
1,the bionicle universe,MENTIONS,sent_0cc116d11182,1.0
1,a fictional character,MENTIONS,sent_0ce8562e3f32,1.0
1,luc deveraux,MENTIONS,sent_0ce8562e3f32,1.0
1,sent_2949d89d160f,NEXT,sent_0ce8562e3f32,1.0
1,the protagonist,MENTIONS,sent_0ce8562e3f32,1.0
1,home fires,MENTIONS,sent_0cea49f64238,1.0
1,the soundtrack,MENTIONS,sent_0cea49f64238,1.0
1,a solo artist,MENTIONS,sent_0d4486d900c9,1.0
1,a successful career,MENTIONS,sent_0d4486d900c9,1.0
1,sent_32f27193f3b8,NEXT,sent_0d4486d900c9,1.0
1,turbo,MENTIONS,sent_0d4486d900c9,1.0
1,rowan atkinson,MENTIONS,sent_0d47a133fde4,1.0
1,a village,MENTIONS,sent_0d59d8f6497a,1.0
1,gmina maogoszcz,MENTIONS,sent_0d59d8f6497a,1.0
1,jedrzejow county,MENTIONS,sent_0d59d8f6497a,1.0
1,poland,MENTIONS,sent_0d59d8f6497a,1.0
1,sent_3a2236238ece,NEXT,sent_0d59d8f6497a,1.0
1,southcentral poland,MENTIONS,sent_0d59d8f6497a,1.0
1,swietokrzyskie voivodeship,MENTIONS,sent_0d59d8f6497a,1.0
1,the administrative district,MENTIONS,sent_0d59d8f6497a,1.0
1,wrzosowka,MENTIONS,sent_0d59d8f6497a,1.0
1,hashmi,MENTIONS,sent_0d66097ffb81,1.0
1,hassani,MENTIONS,sent_0d66097ffb81,1.0
1,hussaini,MENTIONS,sent_0d66097ffb81,1.0
1,imam hassan,MENTIONS,sent_0d66097ffb81,1.0
1,imam hussain,MENTIONS,sent_0d66097ffb81,1.0
1,sent_26e0b14a0772,NEXT,sent_0d66097ffb81,1.0
1,sunni sayyids,MENTIONS,sent_0d66097ffb81,1.0
1,their arab ancestry,MENTIONS,sent_0d66097ffb81,1.0
1,their names,MENTIONS,sent_0d66097ffb81,1.0
1,which case,MENTIONS,sent_0d66097ffb81,1.0
1,a finalist,MENTIONS,sent_0d6fd380eda3,1.0
1,its way,MENTIONS,sent_0d6fd380eda3,1.0
1,the national book award young peoples literature,MENTIONS,sent_0d6fd380eda3,1.0
1,young peoples literature,MENTIONS,sent_0d6fd380eda3,1.0
1,antiquity,MENTIONS,sent_0d9db78e43ae,1.0
1,berber,MENTIONS,sent_0d9db78e43ae,1.0
1,sent_e9d40078fe34,NEXT,sent_0d9db78e43ae,1.0
1,the libycoberber script,MENTIONS,sent_0d9db78e43ae,1.0
1,tifinagh,MENTIONS,sent_0d9db78e43ae,1.0
1,mazatlan municipality,MENTIONS,sent_0dcbfa7f0b1b,1.0
1,sent_04d7985cff23,NEXT,sent_0dcbfa7f0b1b,1.0
1,the city,MENTIONS,sent_0dcbfa7f0b1b,1.0
1,the mazatlan municipality,MENTIONS,sent_0dcbfa7f0b1b,1.0
1,the municipal seat,MENTIONS,sent_0dcbfa7f0b1b,1.0
1,the surrounding municipio,MENTIONS,sent_0dcbfa7f0b1b,1.0
1,21 september,MENTIONS,sent_0dedcaccf22e,1.0
1,21 september 2013,MENTIONS,sent_0dedcaccf22e,1.0
1,argentina,MENTIONS,sent_0dedcaccf22e,1.0
1,buenos aires,MENTIONS,sent_0dedcaccf22e,1.0
1,ecuador,MENTIONS,sent_0dedcaccf22e,1.0
1,the host,MENTIONS,sent_0dedcaccf22e,1.0
1,1963 to 1965,MENTIONS,sent_0df06b013a7e,1.0
1,kraft suspense theatre,MENTIONS,sent_0df06b013a7e,1.0
1,nbc,MENTIONS,sent_0df06b013a7e,1.0
1,sent_c344cfca82d4,NEXT,sent_0df06b013a7e,1.0
1,reclamation,MENTIONS,sent_0eb5b6ede2a0,1.0
1,sent_8f498a0ad778,NEXT,sent_0eb5b6ede2a0,1.0
1,the canal,MENTIONS,sent_0eb5b6ede2a0,1.0
1,the us bureau,MENTIONS,sent_0eb5b6ede2a0,1.0
1,the us bureau of reclamation,MENTIONS,sent_0eb5b6ede2a0,1.0
1,action,MENTIONS,sent_0ec1a99eb723,1.0
1,economic freedom,MENTIONS,sent_0ec1a99eb723,1.0
1,force,MENTIONS,sent_0ec1a99eb723,1.0
1,july,MENTIONS,sent_0ec1a99eb723,1.0
1,july 26 1649,MENTIONS,sent_0ec1a99eb723,1.0
1,local government,MENTIONS,sent_0ec1a99eb723,1.0
1,netherlands,MENTIONS,sent_0ec1a99eb723,1.0
1,new netherland,MENTIONS,sent_0ec1a99eb723,1.0
1,the board,MENTIONS,sent_0ec1a99eb723,1.0
1,the colony,MENTIONS,sent_0ec1a99eb723,1.0
1,the commonality,MENTIONS,sent_0ec1a99eb723,1.0
1,the control,MENTIONS,sent_0ec1a99eb723,1.0
1,the dutch west india company,MENTIONS,sent_0ec1a99eb723,1.0
1,the netherlands,MENTIONS,sent_0ec1a99eb723,1.0
1,the petition,MENTIONS,sent_0ec1a99eb723,1.0
1,the states general,MENTIONS,sent_0ec1a99eb723,1.0
1,1873,MENTIONS,sent_0f0ca5db9910,1.0
1,1925,MENTIONS,sent_0f0ca5db9910,1.0
1,a secret agent,MENTIONS,sent_0f0ca5db9910,1.0
1,british secret intelligence service,MENTIONS,sent_0f0ca5db9910,1.0
1,mi6sis,MENTIONS,sent_0f0ca5db9910,1.0
1,sidney george reilly mc,MENTIONS,sent_0f0ca5db9910,1.0
1,spies,MENTIONS,sent_0f0ca5db9910,1.0
1,the ace,MENTIONS,sent_0f0ca5db9910,1.0
1,the ace of spies,MENTIONS,sent_0f0ca5db9910,1.0
1,the british secret service bureau,MENTIONS,sent_0f0ca5db9910,1.0
1,the precursor,MENTIONS,sent_0f0ca5db9910,1.0
1,26 january,MENTIONS,sent_0f7883c493f5,1.0
1,26 january 1904,MENTIONS,sent_0f7883c493f5,1.0
1,an author,MENTIONS,sent_0f7883c493f5,1.0
1,charles frasersmith,MENTIONS,sent_0f7883c493f5,1.0
1,ian flemings,MENTIONS,sent_0f7883c493f5,1.0
1,james bond,MENTIONS,sent_0f7883c493f5,1.0
1,november 1992,MENTIONS,sent_0f7883c493f5,1.0
1,onetime missionary,MENTIONS,sent_0f7883c493f5,1.0
1,q,MENTIONS,sent_0f7883c493f5,1.0
1,sent_8d07633d7132,NEXT,sent_0f7883c493f5,1.0
1,the inspiration,MENTIONS,sent_0f7883c493f5,1.0
1,a member,MENTIONS,sent_0f7f1d4757a4,1.0
1,aaco,MENTIONS,sent_0f7f1d4757a4,1.0
1,iaca,MENTIONS,sent_0f7f1d4757a4,1.0
1,the arab air carriers organization,MENTIONS,sent_0f7f1d4757a4,1.0
1,the flight safety foundation,MENTIONS,sent_0f7f1d4757a4,1.0
1,the international air carrier association iaca,MENTIONS,sent_0f7f1d4757a4,1.0
1,an armenianamerican photojournalist,MENTIONS,sent_0fa8d8357a70,1.0
1,author,MENTIONS,sent_0fa8d8357a70,1.0
1,brooklyn,MENTIONS,sent_0fa8d8357a70,1.0
1,new york,MENTIONS,sent_0fa8d8357a70,1.0
1,scout tufankjian,MENTIONS,sent_0fa8d8357a70,1.0
1,a rock album,MENTIONS,sent_0fd5e5d0d132,1.0
1,columbia records,MENTIONS,sent_0fd5e5d0d132,1.0
1,midnight oil,MENTIONS,sent_0fd5e5d0d132,1.0
1,october,MENTIONS,sent_0fd5e5d0d132,1.0
1,october 1984,MENTIONS,sent_0fd5e5d0d132,1.0
1,red sails,MENTIONS,sent_0fd5e5d0d132,1.0
1,sent_f9e953acf27a,NEXT,sent_0fd5e5d0d132,1.0
1,sunset,MENTIONS,sent_0fd5e5d0d132,1.0
1,the sunset,MENTIONS,sent_0fd5e5d0d132,1.0
1,a clade,MENTIONS,sent_0ff0acaee866,1.0
1,sent_a88dca36e7f4,NEXT,sent_0ff0acaee866,1.0
1,those two species,MENTIONS,sent_0ff0acaee866,1.0
1,z luxurians,MENTIONS,sent_0ff0acaee866,1.0
1,1995,MENTIONS,sent_0ffdcb9b90dc,1.0
1,a book,MENTIONS,sent_0ffdcb9b90dc,1.0
1,northern lights,MENTIONS,sent_0ffdcb9b90dc,1.0
1,philip pullman,MENTIONS,sent_0ffdcb9b90dc,1.0
1,sent_889d9ce2e117,NEXT,sent_0ffdcb9b90dc,1.0
1,29 august,MENTIONS,sent_105421a049c8,1.0
1,29 august 1994,MENTIONS,sent_105421a049c8,1.0
1,creation records,MENTIONS,sent_105421a049c8,1.0
1,oasis,MENTIONS,sent_105421a049c8,1.0
1,sent_5c7d6b8eba19,NEXT,sent_105421a049c8,1.0
1,a career,MENTIONS,sent_105e3bddd26a,1.0
1,a messenger,MENTIONS,sent_105e3bddd26a,1.0
1,nautical school,MENTIONS,sent_105e3bddd26a,1.0
1,1970,MENTIONS,sent_1091b713b694,1.0
1,a track,MENTIONS,sent_1091b713b694,1.0
1,its original release,MENTIONS,sent_1091b713b694,1.0
1,partnership,MENTIONS,sent_1091b713b694,1.0
1,rolling stones,MENTIONS,sent_1091b713b694,1.0
1,rolling stones compilations,MENTIONS,sent_1091b713b694,1.0
1,the jaggerrichards,MENTIONS,sent_1091b713b694,1.0
1,main songwriter,MENTIONS,sent_10927afec631,1.0
1,noel gallagher,MENTIONS,sent_10927afec631,1.0
1,sent_4b81b6c56e83,NEXT,sent_10927afec631,1.0
1,the bands guitarist,MENTIONS,sent_10927afec631,1.0
1,the song,MENTIONS,sent_10927afec631,1.0
1,sent_89a53ca47b5e,NEXT,sent_10c0c035b7da,1.0
1,sporobolus compositus,MENTIONS,sent_10c0c035b7da,1.0
1,syn,MENTIONS,sent_10c0c035b7da,1.0
1,a lenape people,MENTIONS,sent_10e204f25c58,1.0
1,european colonialization,MENTIONS,sent_10e204f25c58,1.0
1,new jersey,MENTIONS,sent_10e204f25c58,1.0
1,new york,MENTIONS,sent_10e204f25c58,1.0
1,rumanchenank,MENTIONS,sent_10e204f25c58,1.0
1,sent_da82b3c6b50c,NEXT,sent_10e204f25c58,1.0
1,the 17th century,MENTIONS,sent_10e204f25c58,1.0
1,the palisades,MENTIONS,sent_10e204f25c58,1.0
1,the region,MENTIONS,sent_10e204f25c58,1.0
1,the rumanchenank,MENTIONS,sent_10e204f25c58,1.0
1,the time,MENTIONS,sent_10e204f25c58,1.0
1,original musical score,MENTIONS,sent_110df37fee88,1.0
1,samuel sim,MENTIONS,sent_110df37fee88,1.0
1,alan white,MENTIONS,sent_11178a0c9efc,1.0
1,drummer alan white,MENTIONS,sent_11178a0c9efc,1.0
1,tony mccarroll,MENTIONS,sent_11178a0c9efc,1.0
1,a mexican philosopher,MENTIONS,sent_1177dc3d9797,1.0
1,june,MENTIONS,sent_1177dc3d9797,1.0
1,june 30 1912,MENTIONS,sent_1177dc3d9797,1.0
1,june 8 2004,MENTIONS,sent_1177dc3d9797,1.0
1,leopoldo zea,MENTIONS,sent_1177dc3d9797,1.0
1,leopoldo zea aguilar,MENTIONS,sent_1177dc3d9797,1.0
1,mexico city,MENTIONS,sent_1177dc3d9797,1.0
1,adventures,MENTIONS,sent_11efd729d1ce,1.0
1,bionicle chronicles,MENTIONS,sent_11efd729d1ce,1.0
1,flashbacks,MENTIONS,sent_11efd729d1ce,1.0
1,legends,MENTIONS,sent_11efd729d1ce,1.0
1,the bionicle adventures,MENTIONS,sent_11efd729d1ce,1.0
1,the events,MENTIONS,sent_11efd729d1ce,1.0
1,2001,MENTIONS,sent_11f1693076c1,1.0
1,a minor hit,MENTIONS,sent_11f1693076c1,1.0
1,country music,MENTIONS,sent_11f1693076c1,1.0
1,george strait,MENTIONS,sent_11f1693076c1,1.0
1,his 2001 album,MENTIONS,sent_11f1693076c1,1.0
1,rodney crowell,MENTIONS,sent_11f1693076c1,1.0
1,stars,MENTIONS,sent_11f1693076c1,1.0
1,stars on the water,MENTIONS,sent_11f1693076c1,1.0
1,the road less traveled,MENTIONS,sent_11f1693076c1,1.0
1,the water,MENTIONS,sent_11f1693076c1,1.0
1,2002,MENTIONS,sent_1229f32f0b44,1.0
1,a founding member,MENTIONS,sent_1229f32f0b44,1.0
1,a hiatus,MENTIONS,sent_1229f32f0b44,1.0
1,drums,MENTIONS,sent_1229f32f0b44,1.0
1,midnight oil,MENTIONS,sent_1229f32f0b44,1.0
1,percussion,MENTIONS,sent_1229f32f0b44,1.0
1,sent_278695c56abd,NEXT,sent_1229f32f0b44,1.0
1,the 1970s,MENTIONS,sent_1229f32f0b44,1.0
1,the band,MENTIONS,sent_1229f32f0b44,1.0
2,vocals,MENTIONS,sent_1229f32f0b44,1.0
1,abu bakr siddiqui,MENTIONS,sent_125fb5eb0cde,1.0
1,ali alawi,MENTIONS,sent_125fb5eb0cde,1.0
1,mir,MENTIONS,sent_125fb5eb0cde,1.0
1,the rashidun caliphate,MENTIONS,sent_125fb5eb0cde,1.0
1,umar farooqi,MENTIONS,sent_125fb5eb0cde,1.0
1,uthman usmani,MENTIONS,sent_125fb5eb0cde,1.0
1,a drainage canal,MENTIONS,sent_12c258721ccc,1.0
1,louisiana,MENTIONS,sent_12c258721ccc,1.0
1,new orleans,MENTIONS,sent_12c258721ccc,1.0
1,sent_d76ad1b6a92e,NEXT,sent_12c258721ccc,1.0
1,the orleans canal,MENTIONS,sent_12c258721ccc,1.0
1,1992,MENTIONS,sent_13091d3dcf56,1.0
1,allen shapiro,MENTIONS,sent_13091d3dcf56,1.0
1,dean devlin,MENTIONS,sent_13091d3dcf56,1.0
1,mario kassar,MENTIONS,sent_13091d3dcf56,1.0
1,richard rothstein,MENTIONS,sent_13091d3dcf56,1.0
1,roland emmerich,MENTIONS,sent_13091d3dcf56,1.0
1,sent_bc5a9a079737,NEXT,sent_13091d3dcf56,1.0
1,universal soldier,MENTIONS,sent_13091d3dcf56,1.0
1,modern times,MENTIONS,sent_1390bf7708b4,1.0
1,alan menken,MENTIONS,sent_14305a2d0bdf,1.0
1,composer alan menken,MENTIONS,sent_14305a2d0bdf,1.0
1,howard ashman,MENTIONS,sent_14305a2d0bdf,1.0
1,its latter half,MENTIONS,sent_14305a2d0bdf,1.0
1,its musical score,MENTIONS,sent_14305a2d0bdf,1.0
1,lyricist howard ashman,MENTIONS,sent_14305a2d0bdf,1.0
1,menken,MENTIONS,sent_14305a2d0bdf,1.0
1,october,MENTIONS,sent_14305a2d0bdf,1.0
1,october 29 1991,MENTIONS,sent_14305a2d0bdf,1.0
1,sent_ee77301a583d,NEXT,sent_14305a2d0bdf,1.0
1,walt disney records,MENTIONS,sent_14305a2d0bdf,1.0
1,28 april 1604,MENTIONS,sent_143210666877,1.0
1,a member,MENTIONS,sent_143210666877,1.0
1,february 166263,MENTIONS,sent_143210666877,1.0
1,joris jansen rapelje,MENTIONS,sent_143210666877,1.0
1,new netherland,MENTIONS,sent_143210666877,1.0
1,sent_9e239c874d61,NEXT,sent_143210666877,1.0
1,the council,MENTIONS,sent_143210666877,1.0
1,the council of twelve men,MENTIONS,sent_143210666877,1.0
1,the dutch west india company,MENTIONS,sent_143210666877,1.0
1,twelve men,MENTIONS,sent_143210666877,1.0
1,a musical collaboration,MENTIONS,sent_1450f8cb757e,1.0
1,jagger,MENTIONS,sent_1450f8cb757e,1.0
1,jaggerrichards,MENTIONS,sent_1450f8cb757e,1.0
1,keith richards,MENTIONS,sent_1450f8cb757e,1.0
1,mick jagger,MENTIONS,sent_1450f8cb757e,1.0
1,occasionally richards,MENTIONS,sent_1450f8cb757e,1.0
1,richardsjagger,MENTIONS,sent_1450f8cb757e,1.0
1,sent_0619ea459209,NEXT,sent_1450f8cb757e,1.0
1,the catalogue,MENTIONS,sent_1450f8cb757e,1.0
1,the majority,MENTIONS,sent_1450f8cb757e,1.0
1,the rolling stones,MENTIONS,sent_1450f8cb757e,1.0
1,the songwriting partnership,MENTIONS,sent_1450f8cb757e,1.0
1,whose output,MENTIONS,sent_1450f8cb757e,1.0
1,160 km2,MENTIONS,sent_145316f2ede1,1.0
1,about 39000 acres,MENTIONS,sent_145316f2ede1,1.0
1,km2,MENTIONS,sent_145316f2ede1,1.0
1,sent_97fe1894d8f3,NEXT,sent_145316f2ede1,1.0
1,the canal,MENTIONS,sent_145316f2ede1,1.0
1,water,MENTIONS,sent_145316f2ede1,1.0
1,1962,MENTIONS,sent_14bdc67df763,1.0
1,1962present,MENTIONS,sent_14bdc67df763,1.0
1,26 july 1943,MENTIONS,sent_14bdc67df763,1.0
1,an english singersongwriter,MENTIONS,sent_14bdc67df763,1.0
1,composer,MENTIONS,sent_14bdc67df763,1.0
1,fame,MENTIONS,sent_14bdc67df763,1.0
1,mbe,MENTIONS,sent_14bdc67df763,1.0
1,michael philip jagger,MENTIONS,sent_14bdc67df763,1.0
1,sent_c4e8174e95b8,NEXT,sent_14bdc67df763,1.0
1,the founder members,MENTIONS,sent_14bdc67df763,1.0
1,the lead singer,MENTIONS,sent_14bdc67df763,1.0
1,the rolling stones,MENTIONS,sent_14bdc67df763,1.0
1,fort lee,MENTIONS,sent_14d8f65b6f13,1.0
1,fox film corporation,MENTIONS,sent_14d8f65b6f13,1.0
1,new jersey,MENTIONS,sent_14d8f65b6f13,1.0
1,the film,MENTIONS,sent_14d8f65b6f13,1.0
1,the fox studio,MENTIONS,sent_14d8f65b6f13,1.0
1,a major brewer,MENTIONS,sent_150655e9138b,1.0
1,england,MENTIONS,sent_150655e9138b,1.0
1,sunderland,MENTIONS,sent_150655e9138b,1.0
1,vaux breweries,MENTIONS,sent_150655e9138b,1.0
1,mick jaggers,MENTIONS,sent_161ea5c277fd,1.0
1,this 17track release,MENTIONS,sent_161ea5c277fd,1.0
1,64,MENTIONS,sent_1640c13b2e3b,1.0
1,mankad,MENTIONS,sent_1640c13b2e3b,1.0
1,nicolas mahut,MENTIONS,sent_1640c13b2e3b,1.0
1,rogervasselin,MENTIONS,sent_1640c13b2e3b,1.0
1,shamasdin,MENTIONS,sent_1640c13b2e3b,1.0
1,the final 62,MENTIONS,sent_1640c13b2e3b,1.0
1,additional capacity,MENTIONS,sent_164e1d7ac235,1.0
1,air transportation,MENTIONS,sent_164e1d7ac235,1.0
1,an important provider,MENTIONS,sent_164e1d7ac235,1.0
1,major airlines,MENTIONS,sent_164e1d7ac235,1.0
1,sent_4d950424c97d,NEXT,sent_164e1d7ac235,1.0
1,un,MENTIONS,sent_164e1d7ac235,1.0
1,un peacekeeping forces,MENTIONS,sent_164e1d7ac235,1.0
1,wet lease services,MENTIONS,sent_164e1d7ac235,1.0
1,worldwide charter flights,MENTIONS,sent_164e1d7ac235,1.0
1,chuck inglish,MENTIONS,sent_16735688deb8,1.0
1,corey taylor,MENTIONS,sent_16735688deb8,1.0
1,edit,MENTIONS,sent_16735688deb8,1.0
1,interscope records,MENTIONS,sent_16735688deb8,1.0
1,kid cudi,MENTIONS,sent_16735688deb8,1.0
1,kool kojak,MENTIONS,sent_16735688deb8,1.0
1,neptunes,MENTIONS,sent_16735688deb8,1.0
1,rza,MENTIONS,sent_16735688deb8,1.0
1,steve aoki,MENTIONS,sent_16735688deb8,1.0
1,the album,MENTIONS,sent_16735688deb8,1.0
1,the drummer,MENTIONS,sent_16735688deb8,1.0
1,the neptunes,MENTIONS,sent_16735688deb8,1.0
1,transplants,MENTIONS,sent_16735688deb8,1.0
1,1924,MENTIONS,sent_1695b24bf78c,1.0
1,1928,MENTIONS,sent_1695b24bf78c,1.0
1,1935,MENTIONS,sent_1695b24bf78c,1.0
1,an american,MENTIONS,sent_1695b24bf78c,1.0
1,bess,MENTIONS,sent_1695b24bf78c,1.0
1,blue,MENTIONS,sent_1695b24bf78c,1.0
1,his bestknown works,MENTIONS,sent_1695b24bf78c,1.0
1,paris,MENTIONS,sent_1695b24bf78c,1.0
1,porgy,MENTIONS,sent_1695b24bf78c,1.0
1,porgy and bess,MENTIONS,sent_1695b24bf78c,1.0
1,rhapsody,MENTIONS,sent_1695b24bf78c,1.0
1,rhapsody in blue,MENTIONS,sent_1695b24bf78c,1.0
1,the opera,MENTIONS,sent_1695b24bf78c,1.0
1,the orchestral compositions,MENTIONS,sent_1695b24bf78c,1.0
1,an industrial canal,MENTIONS,sent_17332a09ef7f,1.0
1,clifton,MENTIONS,sent_17332a09ef7f,1.0
1,new jersey,MENTIONS,sent_17332a09ef7f,1.0
1,passaic,MENTIONS,sent_17332a09ef7f,1.0
1,passaic county,MENTIONS,sent_17332a09ef7f,1.0
1,sent_b49594bab7cf,NEXT,sent_17332a09ef7f,1.0
1,the dundee canal,MENTIONS,sent_17332a09ef7f,1.0
1,american singer,MENTIONS,sent_1762b91c5025,1.0
1,august,MENTIONS,sent_1762b91c5025,1.0
1,august 30 2004,MENTIONS,sent_1762b91c5025,1.0
1,epic records,MENTIONS,sent_1762b91c5025,1.0
1,macy gray,MENTIONS,sent_1762b91c5025,1.0
1,sent_5a4e9bde31cf,NEXT,sent_1762b91c5025,1.0
1,songwriter macy gray,MENTIONS,sent_1762b91c5025,1.0
1,the very best,MENTIONS,sent_1762b91c5025,1.0
1,the very best of macy gray,MENTIONS,sent_1762b91c5025,1.0
1,iowa,MENTIONS,sent_17681ecd6bcc,1.0
1,sent_9d1ebbffa491,NEXT,sent_17681ecd6bcc,1.0
1,the chief,MENTIONS,sent_17681ecd6bcc,1.0
1,the criminal division,MENTIONS,sent_17681ecd6bcc,1.0
1,the northern district,MENTIONS,sent_17681ecd6bcc,1.0
1,us,MENTIONS,sent_17681ecd6bcc,1.0
1,a medic,MENTIONS,sent_179a35a63da6,1.0
1,chief executive officer,MENTIONS,sent_179a35a63da6,1.0
1,her role,MENTIONS,sent_179a35a63da6,1.0
1,profession,MENTIONS,sent_179a35a63da6,1.0
1,the holby city hospital primary care trust,MENTIONS,sent_179a35a63da6,1.0
1,coast air,MENTIONS,sent_17bc39802deb,1.0
1,conflict,MENTIONS,sent_17bc39802deb,1.0
1,the airline,MENTIONS,sent_17bc39802deb,1.0
1,cheshire,MENTIONS,sent_17bd469994ab,1.0
1,england,MENTIONS,sent_17bd469994ab,1.0
1,pownall hall,MENTIONS,sent_17bd469994ab,1.0
1,sent_8560c4ada8f7,NEXT,sent_17bd469994ab,1.0
1,wilmslow,MENTIONS,sent_17bd469994ab,1.0
1,1996,MENTIONS,sent_19117ccc6559,1.0
1,2000,MENTIONS,sent_19117ccc6559,1.0
1,2007,MENTIONS,sent_19117ccc6559,1.0
2,anna karenina,MENTIONS,sent_19117ccc6559,1.0
1,bbc,MENTIONS,sent_19117ccc6559,1.0
1,count vronsky,MENTIONS,sent_19117ccc6559,1.0
1,dan vasser,MENTIONS,sent_19117ccc6559,1.0
1,danny boyles,MENTIONS,sent_19117ccc6559,1.0
2,greys anatomy,MENTIONS,sent_19117ccc6559,1.0
1,journeyman,MENTIONS,sent_19117ccc6559,1.0
1,lucius vorenus,MENTIONS,sent_19117ccc6559,1.0
1,mckidd,MENTIONS,sent_19117ccc6559,1.0
1,owen hunt,MENTIONS,sent_19117ccc6559,1.0
2,rome,MENTIONS,sent_19117ccc6559,1.0
1,sent_849d2486b6f5,NEXT,sent_19117ccc6559,1.0
1,the bbc miniseries,MENTIONS,sent_19117ccc6559,1.0
1,the role,MENTIONS,sent_19117ccc6559,1.0
1,tommy,MENTIONS,sent_19117ccc6559,1.0
1,20000 watt rsl,MENTIONS,sent_1950f177be45,1.0
1,a compilation album,MENTIONS,sent_1950f177be45,1.0
1,midnight oil,MENTIONS,sent_1950f177be45,1.0
1,october,MENTIONS,sent_1950f177be45,1.0
1,october 1997,MENTIONS,sent_1950f177be45,1.0
1,sent_d7e11ade9f2c,NEXT,sent_1950f177be45,1.0
1,sprint music,MENTIONS,sent_1950f177be45,1.0
1,their own label,MENTIONS,sent_1950f177be45,1.0
1,1992,MENTIONS,sent_1962414087a2,1.0
1,celtic linguistics,MENTIONS,sent_1962414087a2,1.0
1,original linguistic research,MENTIONS,sent_1962414087a2,1.0
1,sent_6dc51d5a1006,NEXT,sent_1962414087a2,1.0
1,the celtic languages,MENTIONS,sent_1962414087a2,1.0
1,the goal,MENTIONS,sent_1962414087a2,1.0
1,the journal,MENTIONS,sent_1962414087a2,1.0
1,the journal of celtic linguistics,MENTIONS,sent_1962414087a2,1.0
