doc_title,id,is_gold,label,reliability,type
,expenses,,NOUN_PHRASE,0.8,Concept
,experiments,,NOUN_PHRASE,0.8,Concept
,extra passenger capacity,,NOUN_PHRASE,0.8,Concept
,faa,,ORG,0.8,Entity
,faa lid,,NOUN_PHRASE,0.8,Concept
,fact,,NOUN_PHRASE,0.8,Concept
,faculty,,NOUN_PHRASE,0.8,Concept
,fame,,NOUN_PHRASE,0.8,Concept
,fan fair,,ORG,0.8,Entity
,fans,,NOUN_PHRASE,0.8,Concept
,fantasy,,NOUN_PHRASE,0.8,Concept
,fantasy novels,,NOUN_PHRASE,0.8,Concept
,farm,,NOUN_PHRASE,0.8,Concept
,fatboy slim,,ORG,0.8,Entity
,father,,NOUN_PHRASE,0.8,Concept
,feature films,,NOUN_PHRASE,0.8,Concept
,featured programming,,NOUN_PHRASE,0.8,Concept
,february,,NOUN_PHRASE,0.8,Concept
,february 11 1863,,DATE,0.8,Entity
,february 13 1946,,DATE,0.8,Entity
,february 15 1954,,DATE,0.8,Entity
,february 16 1823,,DATE,0.8,Entity
,february 166263,,DATE,0.8,Entity
,february 1932,,DATE,0.8,Entity
,february 2006,,DATE,0.8,Entity
,february 2009,,DATE,0.8,Entity
,february 2015,,DATE,0.8,Entity
,february 25 1970,,DATE,0.8,Entity
,february 27 1960,,DATE,0.8,Entity
,february 8 2011,,DATE,0.8,Entity
,federal police,,ORG,0.8,Entity
,federico delbonis,,PERSON,0.8,Entity
,federico fellini,,PERSON,0.8,Entity
,fedex express,,ORG,0.8,Entity
,fedex feeder,,ORG,0.8,Entity
,feels just like a love song,,Feels Just Like a Love Song,0.8,Document
,felton street,,NOUN_PHRASE,0.8,Concept
,ferrier,,ORG,0.8,Entity
,fertile hybrids,,NOUN_PHRASE,0.8,Concept
,few street fairs,,NOUN_PHRASE,0.8,Concept
,fiction,,NOUN_PHRASE,0.8,Concept
,fiddle,,NOUN_PHRASE,0.8,Concept
,fight,,NOUN_PHRASE,0.8,Concept
,fight of the decade,,ORG,0.8,Entity
,fighters,,NOUN_PHRASE,0.8,Concept
,filk singing,,NOUN_PHRASE,0.8,Concept
,film,,NOUN_PHRASE,0.8,Concept
,film actor,,NOUN_PHRASE,0.8,Concept
,film director,,NOUN_PHRASE,0.8,Concept
,film novelisations,,NOUN_PHRASE,0.8,Concept
,films,,NOUN_PHRASE,0.8,Concept
,finalist,,NOUN_PHRASE,0.8,Concept
,fire,,NOUN_PHRASE,0.8,Concept
,firstperson interviews,,NOUN_PHRASE,0.8,Concept
,fisher building,,ORG,0.8,Entity
,five career titles,,NOUN_PHRASE,0.8,Concept
,five decades,,DATE,0.8,Entity
,five film versions,,NOUN_PHRASE,0.8,Concept
,five sets,,NOUN_PHRASE,0.8,Concept
,fix,,NOUN_PHRASE,0.8,Concept
,fix you,,WORK_OF_ART,0.8,Entity
,fixedbase operator,,NOUN_PHRASE,0.8,Concept
,flaming june,,NOUN_PHRASE,0.8,Concept
,flashbacks,,NOUN_PHRASE,0.8,Concept
,flint,,GPE,0.8,Entity
,flint township,,GPE,0.8,Entity
,flirtatious rhetorical questions,,NOUN_PHRASE,0.8,Concept
,flo ridas,,PERSON,0.8,Entity
,florida,,GPE,0.8,Entity
,flowers,,NOUN_PHRASE,0.8,Concept
,floyd mayweather,,PERSON,0.8,Entity
,floyd mayweather jr,,PERSON,0.8,Entity
,floyd mayweather jr vs juan manuel marquez,,Floyd Mayweather Jr. vs. Juan Manuel Márquez,0.8,Document
,fnt,,ORG,0.8,Entity
,focus,,NOUN_PHRASE,0.8,Concept
,folco quilici,,PERSON,0.8,Entity
,folk,,NOUN_PHRASE,0.8,Concept
,folk music,,NOUN_PHRASE,0.8,Concept
,folklore,,NOUN_PHRASE,0.8,Concept
,football,,NOUN_PHRASE,0.8,Concept
,force,,NOUN_PHRASE,0.8,Concept
,foreign dignitaries,,NOUN_PHRASE,0.8,Concept
,forest experience zone,,NOUN_PHRASE,0.8,Concept
,former diplomat,,NOUN_PHRASE,0.8,Concept
,former professional boxer,,NOUN_PHRASE,0.8,Concept
,former television presenter,,NOUN_PHRASE,0.8,Concept
,fort greene,,PERSON,0.8,Entity
,fort greene brooklyn,,"Fort Greene, Brooklyn",0.8,Document
,fort lee,,GPE,0.8,Entity
,fort lee new jersey,,"Fort Lee, New Jersey",0.8,Document
,fotogramas de plata,,PERSON,0.8,Entity
,four defenses,,NOUN_PHRASE,0.8,Concept
,four generations,,NOUN_PHRASE,0.8,Concept
,four sellout shows,,NOUN_PHRASE,0.8,Concept
,four sets,,NOUN_PHRASE,0.8,Concept
,four short films,,NOUN_PHRASE,0.8,Concept
,four short novels,,NOUN_PHRASE,0.8,Concept
,fourteenyearold,,DATE,0.8,Entity
,fourweek,,DATE,0.8,Entity
,fouryear,,DATE,0.8,Entity
,fox,,ORG,0.8,Entity
,fox film corporation,,ORG,0.8,Entity
,france,,GPE,0.8,Entity
,frances tiafoe,,NOUN_PHRASE,0.8,Concept
,francis xavier,,PERSON,0.8,Entity
,franco rossi,,GPE,0.8,Entity
,frank hanly,,PERSON,0.8,Entity
,frank howard,,PERSON,0.8,Entity
,franz liszt,,PERSON,0.8,Entity
,frasersmith,,ORG,0.8,Entity
,freddie norwood,,Freddie Norwood,0.8,Document
,frederick a pielsticker,,PERSON,0.8,Entity
,frederick kohner,,PERSON,0.8,Entity
,frederik nielsen,,PERSON,0.8,Entity
,freejack,,WORK_OF_ART,0.8,Entity
,french,,NOUN_PHRASE,0.8,Concept
,french open,,EVENT,0.8,Entity
,frequent trips,,NOUN_PHRASE,0.8,Concept
,fryderyk chopin,,ORG,0.8,Entity
,funny or die,,WORK_OF_ART,0.8,Entity
,futurama,,WORK_OF_ART,0.8,Entity
,future,,NOUN_PHRASE,0.8,Concept
,g ruddle,,NOUN_PHRASE,0.8,Concept
,g ruddle co,,ORG,0.8,Entity
,gabor nogradi,,Gábor Nógrádi,0.8,Document
,gabriel luke beauregard jagger,,PERSON,0.8,Entity
,gael monfils,,PERSON,0.8,Entity
,gaga,,PERSON,0.8,Entity
,gagandeep kaur maan,,NOUN_PHRASE,0.8,Concept
,gainer,,PERSON,0.8,Entity
,galatae,,NOUN_PHRASE,0.8,Concept
,gallagher,,PERSON,0.8,Entity
,gallagher brothers liam,,NOUN_PHRASE,0.8,Concept
,galli,,PERSON,0.8,Entity
,gaming,,NOUN_PHRASE,0.8,Concept
,garb,,PERSON,0.8,Entity
,garber,,PERSON,0.8,Entity
,garner,,ORG,0.8,Entity
,garners family,,NOUN_PHRASE,0.8,Concept
,garrett,,PERSON,0.8,Entity
,gary goldman,,PERSON,0.8,Entity
,gastelum,,NOUN_PHRASE,0.8,Concept
,gaulle,,NOUN_PHRASE,0.8,Concept
,gdansk,,GPE,0.8,Entity
,gene quintano,,PERSON,0.8,Entity
,general surgical consultant,,NOUN_PHRASE,0.8,Concept
,genoa,,GPE,0.8,Entity
,genre films,,NOUN_PHRASE,0.8,Concept
,gentle guitar strumming,,NOUN_PHRASE,0.8,Concept
,gentlemens apocalypse,,NOUN_PHRASE,0.8,Concept
,geoff bell,,PERSON,0.8,Entity
,geoff reading,,PERSON,0.8,Entity
,georg hochfilzer,,PERSON,0.8,Entity
,george gershwin,,PERSON,0.8,Entity
,george gershwin alone,,PERSON,0.8,Entity
,george gershwin is an american composer and judith weir is a composer from which country,,George Gershwin is an American Composer and Judith Weir is a composer from which country?,1.0,Question
,george jacob gershwin,,PERSON,0.8,Entity
,george jones,,PERSON,0.8,Entity
,george melford,,PERSON,0.8,Entity
,george strait,,PERSON,0.8,Entity
,george webster,,PERSON,0.8,Entity
,georgia,,GPE,0.8,Entity
,gerhard von breuning,,PERSON,0.8,Entity
,german,,NOUN_PHRASE,0.8,Concept
,germany,,GPE,0.8,Entity
,germi,,ORG,0.8,Entity
,gershwin,,PERSON,0.8,Entity
,gershwins compositions,,NOUN_PHRASE,0.8,Concept
,get smart,,Get Smart,0.8,Document
,getty oil company,,ORG,0.8,Entity
,ghost hounds,,NOUN_PHRASE,0.8,Concept
,ghostock,,ORG,0.8,Entity
,gidget,,ORG,0.8,Entity
,gidget goes to rome,,Gidget Goes to Rome,0.8,Document
,gidgets romance,,NOUN_PHRASE,0.8,Concept
,gilaki,,ORG,0.8,Entity
,gilaki people,,NOUN_PHRASE,0.8,Concept
,gilles simon,,PERSON,0.8,Entity
,gillo pontecorvo,,ORG,0.8,Entity
,giovanni arpino,,ORG,0.8,Entity
,gioventu,,PERSON,0.8,Entity
,gioventu perduta,,NOUN_PHRASE,0.8,Concept
,girls,,NOUN_PHRASE,0.8,Concept
,give the drummer some,,Give the Drummer Some,0.8,Document
,gladys lehman,,PERSON,0.8,Entity
,gleneagles,,ORG,0.8,Entity
,glenn miller,,PERSON,0.8,Entity
,glue,,NOUN_PHRASE,0.8,Concept
,gmina czarna dabrowka,,PERSON,0.8,Entity
,gmina maogoszcz,,PERSON,0.8,Entity
,gmina nowy dwor,,PERSON,0.8,Entity
,gmina rozogi,,PERSON,0.8,Entity
,golden tap awards,,NOUN_PHRASE,0.8,Concept
,golden tap awards for best toronto microbrewery,,ORG,0.8,Entity
,golovnaya dam,,Golovnaya Dam,0.8,Document
,good night,,WORK_OF_ART,0.8,Entity
,good sunday,,WORK_OF_ART,0.8,Entity
,goodies,,NOUN_PHRASE,0.8,Concept
,gosling,,PERSON,0.8,Entity
,grade,,NOUN_PHRASE,0.8,Concept
,grades,,NOUN_PHRASE,0.8,Concept
,graduate degrees,,NOUN_PHRASE,0.8,Concept
,graduation,,NOUN_PHRASE,0.8,Concept
,grammar,,NOUN_PHRASE,0.8,Concept
,grammy award,,PERSON,0.8,Entity
,grammy norma,,PERSON,0.8,Entity
,grand slam,,GPE,0.8,Entity
,grand slams,,NOUN_PHRASE,0.8,Concept
,grande,,NOUN_PHRASE,0.8,Concept
,grant,,NOUN_PHRASE,0.8,Concept
,grays,,ORG,0.8,Entity
,great diversity,,NOUN_PHRASE,0.8,Concept
,greene king,,PERSON,0.8,Entity
,greys anatomy,,WORK_OF_ART,0.8,Entity
,grid reference,,NOUN_PHRASE,0.8,Concept
,grill,,NOUN_PHRASE,0.8,Concept
,groundwater,,NOUN_PHRASE,0.8,Concept
,growth,,NOUN_PHRASE,0.8,Concept
,guitar,,NOUN_PHRASE,0.8,Concept
,guitarist paul pesco,,NOUN_PHRASE,0.8,Concept
,gulf,,LOC,0.8,Entity
,guns n,,NOUN_PHRASE,0.8,Concept
,guns n roses,,NOUN_PHRASE,0.8,Concept
,gurmukhi,,ORG,0.8,Entity
,guy lombardo,,PERSON,0.8,Entity
,guy ritchie,,PERSON,0.8,Entity
,gwangju,,GPE,0.8,Entity
,gwen schantz,,PERSON,0.8,Entity
,ha seokjin,,PERSON,0.8,Entity
,hackensack,,WORK_OF_ART,0.8,Entity
,haha,,NOUN_PHRASE,0.8,Concept
,halfway,,NOUN_PHRASE,0.8,Concept
,halfway between the gutter and the stars,,WORK_OF_ART,0.8,Entity
,hall caine,,PERSON,0.8,Entity
,hall road,,NOUN_PHRASE,0.8,Concept
,hamburg,,GPE,0.8,Entity
,hamish mccoll,,NOUN_PHRASE,0.8,Concept
,han young,,ORG,0.8,Entity
,hangul,,ORG,0.8,Entity
,hanja,,NOUN_PHRASE,0.8,Concept
,hank azaria,,PERSON,0.8,Entity
,hank zipzers christmas catastrophe,,Hank Zipzer's Christmas Catastrophe,0.8,Document
,hanover county,,GPE,0.8,Entity
,happiness,,NOUN_PHRASE,0.8,Concept
,harare,,GPE,0.8,Entity
,harder,,NOUN_PHRASE,0.8,Concept
,harold grant,,PERSON,0.8,Entity
,harold r atteridge,,PERSON,0.8,Entity
,harry belafonte,,PERSON,0.8,Entity
,harry carroll,,PERSON,0.8,Entity
,harry f sinclair,,PERSON,0.8,Entity
,harry revier,,PERSON,0.8,Entity
,harsh mankad,,PERSON,0.8,Entity
,has stefan edberg won more events than edouard rogervasselin,,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,1.0,Question
,hashmi,,LOC,0.8,Entity
,hassani,,ORG,0.8,Entity
,havana,,GPE,0.8,Entity
,haverstraw,,WORK_OF_ART,0.8,Entity
,hawthorn hall,,Hawthorn Hall,0.8,Document
,hbo,,ORG,0.8,Entity
,head,,NOUN_PHRASE,0.8,Concept
,head farmer,,PERSON,0.8,Entity
,heath,,NOUN_PHRASE,0.8,Concept
,heather watson,,PERSON,0.8,Entity
,heavyweight,,PERSON,0.8,Entity
,hector berlioz,,PERSON,0.8,Entity
,heebie jeebies composition,,Heebie Jeebies (composition),0.8,Document
,helen burns,,PERSON,0.8,Entity
,helen hunt,,PERSON,0.8,Entity
,helene kuragina,,Hélène Kuragina,0.8,Document
,heliothis,,NOUN_PHRASE,0.8,Concept
,heliothis virescens,,NOUN_PHRASE,0.8,Concept
,hell,,NOUN_PHRASE,0.8,Concept
,henderson,,GPE,0.8,Entity
,henry,,PERSON,0.8,Entity
,henry burr,,PERSON,0.8,Entity
,henry daniell,,PERSON,0.8,Entity
,henry purcell,,PERSON,0.8,Entity
,henry selick,,PERSON,0.8,Entity
,henry walter,,PERSON,0.8,Entity
,her acting career,,NOUN_PHRASE,0.8,Concept
,her car,,NOUN_PHRASE,0.8,Concept
,her character,,NOUN_PHRASE,0.8,Concept
,her fans,,NOUN_PHRASE,0.8,Concept
,her father,,NOUN_PHRASE,0.8,Concept
,her fifth album,,NOUN_PHRASE,0.8,Concept
,her graduation,,NOUN_PHRASE,0.8,Concept
,her husband,,NOUN_PHRASE,0.8,Concept
,her imprisoned uncle,,NOUN_PHRASE,0.8,Concept
,her life,,NOUN_PHRASE,0.8,Concept
,her longrunning role,,NOUN_PHRASE,0.8,Concept
,her missing friend,,NOUN_PHRASE,0.8,Concept
,her numerous roles,,NOUN_PHRASE,0.8,Concept
,her opera,,NOUN_PHRASE,0.8,Concept
,her performances,,NOUN_PHRASE,0.8,Concept
,her punjabi folk,,NOUN_PHRASE,0.8,Concept
,her role,,NOUN_PHRASE,0.8,Concept
,her roles,,NOUN_PHRASE,0.8,Concept
,her senior year,,NOUN_PHRASE,0.8,Concept
,her siblings,,NOUN_PHRASE,0.8,Concept
,her way,,NOUN_PHRASE,0.8,Concept
,here 1954 song,,Here (1954 song),0.8,Document
,here not there,,Here Not There,0.8,Document
,hermetico,,WORK_OF_ART,0.8,Entity
,heroin,,PERSON,0.8,Entity
,hershey felder,,Hershey Felder,0.8,Document
,high school students,,NOUN_PHRASE,0.8,Concept
,high tech high north county,,High Tech High North County,0.8,Document
,hijaz province,,GPE,0.8,Entity
,hikers,,NOUN_PHRASE,0.8,Concept
,hip hop,,NOUN_PHRASE,0.8,Concept
,his 1952 album,,NOUN_PHRASE,0.8,Concept
,his 2000 album,,NOUN_PHRASE,0.8,Concept
,his 2001 album,,NOUN_PHRASE,0.8,Concept
,his adventure,,NOUN_PHRASE,0.8,Concept
,his advisory council,,NOUN_PHRASE,0.8,Concept
,his album,,NOUN_PHRASE,0.8,Concept
,his all stars,,NOUN_PHRASE,0.8,Concept
,his band,,NOUN_PHRASE,0.8,Concept
,his bestknown works,,NOUN_PHRASE,0.8,Concept
,his brother,,NOUN_PHRASE,0.8,Concept
,his business,,NOUN_PHRASE,0.8,Concept
,his career,,NOUN_PHRASE,0.8,Concept
,his childrens novels,,NOUN_PHRASE,0.8,Concept
,his classic rivalries,,NOUN_PHRASE,0.8,Concept
,his dark,,NOUN_PHRASE,0.8,Concept
,his dark materials,,His Dark Materials,0.8,Document
,his death,,NOUN_PHRASE,0.8,Concept
,his defeat,,NOUN_PHRASE,0.8,Concept
,his distinctive voice,,NOUN_PHRASE,0.8,Concept
,his duties,,NOUN_PHRASE,0.8,Concept
,his early twenties,,NOUN_PHRASE,0.8,Concept
,his era,,NOUN_PHRASE,0.8,Concept
,his family,,NOUN_PHRASE,0.8,Concept
,his father,,NOUN_PHRASE,0.8,Concept
,his filmmaking debut,,NOUN_PHRASE,0.8,Concept
,his finest recordings,,NOUN_PHRASE,0.8,Concept
,his friendships,,NOUN_PHRASE,0.8,Concept
,his game,,NOUN_PHRASE,0.8,Concept
,his historical work,,NOUN_PHRASE,0.8,Concept
,his hot seven,,NOUN_PHRASE,0.8,Concept
,his law degree,,NOUN_PHRASE,0.8,Concept
,his law firm,,NOUN_PHRASE,0.8,Concept
,his lifetime,,NOUN_PHRASE,0.8,Concept
,his main residence,,NOUN_PHRASE,0.8,Concept
,his maternal grandfather,,NOUN_PHRASE,0.8,Concept
,his mission,,NOUN_PHRASE,0.8,Concept
,his mother,,NOUN_PHRASE,0.8,Concept
,his motion picture,,NOUN_PHRASE,0.8,Concept
,his native county,,NOUN_PHRASE,0.8,Concept
,his nephew,,NOUN_PHRASE,0.8,Concept
,his non sequiturs,,NOUN_PHRASE,0.8,Concept
,his notable defenses,,NOUN_PHRASE,0.8,Concept
,his older brother,,NOUN_PHRASE,0.8,Concept
,his orchestra,,NOUN_PHRASE,0.8,Concept
,his own father,,NOUN_PHRASE,0.8,Concept
,his own grandfather,,NOUN_PHRASE,0.8,Concept
,his parents house,,NOUN_PHRASE,0.8,Concept
,his participation,,NOUN_PHRASE,0.8,Concept
,his role,,NOUN_PHRASE,0.8,Concept
,his sinister boss,,NOUN_PHRASE,0.8,Concept
,his son,,NOUN_PHRASE,0.8,Concept
,his spotlight,,NOUN_PHRASE,0.8,Concept
,his title,,NOUN_PHRASE,0.8,Concept
,his victory,,NOUN_PHRASE,0.8,Concept
,his wife,,NOUN_PHRASE,0.8,Concept
,his work,,NOUN_PHRASE,0.8,Concept
,his works,,NOUN_PHRASE,0.8,Concept
,his writing,,NOUN_PHRASE,0.8,Concept
,his years,,DATE,0.8,Entity
,his young nephew,,NOUN_PHRASE,0.8,Concept
,his younger sister,,NOUN_PHRASE,0.8,Concept
,historian,,NOUN_PHRASE,0.8,Concept
,history,,NOUN_PHRASE,0.8,Concept
,history of overtherhine,,History of Over-the-Rhine,0.8,Document
,hitgirl,,NOUN_PHRASE,0.8,Concept
,hitgirl comic book,,Hit-Girl (comic book),0.8,Document
,hobbit,,ORG,0.8,Entity
,hokkaido,,ORG,0.8,Entity
,holby city,,GPE,0.8,Entity
,holiday,,DATE,0.8,Entity
,holland society of new york,,Holland Society of New York,0.8,Document
,holly earl,,PERSON,0.8,Entity
,hollyoaks,,NOUN_PHRASE,0.8,Concept
,home fires,,ORG,0.8,Entity
,homemade music,,WORK_OF_ART,0.8,Entity
,honor list,,NOUN_PHRASE,0.8,Concept
,honour,,PERSON,0.8,Entity
,honour killing,,WORK_OF_ART,0.8,Entity
,hope nature preserve,,NOUN_PHRASE,0.8,Concept
,horia tecau,,GPE,0.8,Entity
,horpa language,,Horpa language,0.8,Document
,hospitality,,GPE,0.8,Entity
,hot five,,ORG,0.8,Entity
,hot seven,,ORG,0.8,Entity
,hot seven sessions,,ORG,0.8,Entity
,hotels,,NOUN_PHRASE,0.8,Concept
,hours,,NOUN_PHRASE,0.8,Concept
,house,,ORG,0.8,Entity
,housing preservation,,NOUN_PHRASE,0.8,Concept
,houston,,GPE,0.8,Entity
,how many students were enrolled in american professional bowler chris barnes high school in the 20102011 school year,,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,1.0,Question
,howard andrew williams,,PERSON,0.8,Entity
,howard ashman,,PERSON,0.8,Entity
,howard goodall,,PERSON,0.8,Entity
,howie long,,PERSON,0.8,Entity
,howle,,PERSON,0.8,Entity
,humor,,NOUN_PHRASE,0.8,Concept
,hung,,WORK_OF_ART,0.8,Entity
,hungary,,GPE,0.8,Entity
,hussaini,,PERSON,0.8,Entity
,hyannis port,,GPE,0.8,Entity
,hyderabad,,NOUN_PHRASE,0.8,Concept
,hydroelectric power,,NOUN_PHRASE,0.8,Concept
,hydropower,,NOUN_PHRASE,0.8,Concept
,i cant write lefthanded,,WORK_OF_ART,0.8,Entity
,iaca,,NOUN_PHRASE,0.8,Concept
,ian cheng,,PERSON,0.8,Entity
,ian flemings,,PERSON,0.8,Entity
,ian garrett,,PERSON,0.8,Entity
,ian mcelhinney,,PERSON,0.8,Entity
,ian oreilly,,PERSON,0.8,Entity
,iata,,ORG,0.8,Entity
,iberia,,GPE,0.8,Entity
,ibf,,ORG,0.8,Entity
,ibo,,ORG,0.8,Entity
,icao,,NOUN_PHRASE,0.8,Concept
,icbms,,GPE,0.8,Entity
,icon magazine,,ORG,0.8,Entity
,icona pop,,ORG,0.8,Entity
,ida may park,,PERSON,0.8,Entity
,idaho,,GPE,0.8,Entity
,illinois,,GPE,0.8,Entity
,illumination entertainment,,ORG,0.8,Entity
,iltf,,NOUN_PHRASE,0.8,Concept
,ilya,,NOUN_PHRASE,0.8,Concept
,imam hassan,,PERSON,0.8,Entity
,imam hussain,,PERSON,0.8,Entity
,imo,,ORG,0.8,Entity
,in which film did emilio estevez star in in the same year as nightmares,,In which film did Emilio Estevez star in in the same year as Nightmares,1.0,Question
,in which six western european territories have celtic languages or cultural traits survived,,In which six Western European territories have Celtic languages or cultural traits survived?,1.0,Question
,incrocci,,GPE,0.8,Entity
,independence day,,EVENT,0.8,Entity
,india,,GPE,0.8,Entity
,indian scout motorcycle,,Indian Scout (motorcycle),0.8,Document
,indiana,,GPE,0.8,Entity
,indians,,NOUN_PHRASE,0.8,Concept
,indoarabs,,NOUN_PHRASE,0.8,Concept
,influential biographies,,NOUN_PHRASE,0.8,Concept
,information,,NOUN_PHRASE,0.8,Concept
,ink,,NOUN_PHRASE,0.8,Concept
,innovator,,NOUN_PHRASE,0.8,Concept
,insular celtic,,ORG,0.8,Entity
,insular celtic languages,,Insular Celtic languages,0.8,Document
,insurance,,NOUN_PHRASE,0.8,Concept
,intelligence agencies,,NOUN_PHRASE,0.8,Concept
,intelligence agency,,NOUN_PHRASE,0.8,Concept
,intelligence data,,NOUN_PHRASE,0.8,Concept
,interact atlanta ghost hounds,,WORK_OF_ART,0.8,Entity
,interactive music video,,ORG,0.8,Entity
,interamerican scout jamboree,,Interamerican Scout Jamboree,0.8,Document
,interest,,NOUN_PHRASE,0.8,Concept
,international baccalaureate,,ORG,0.8,Entity
,international board,,NOUN_PHRASE,0.8,Concept
,interoceanic highway,,NOUN_PHRASE,0.8,Concept
,interscope records,,ORG,0.8,Entity
,introgression,,NOUN_PHRASE,0.8,Concept
,investigation,,NOUN_PHRASE,0.8,Concept
,investor,,NOUN_PHRASE,0.8,Concept
,iosa,,ORG,0.8,Entity
,iowa,,GPE,0.8,Entity
,iqbal f qadir,,Iqbal F. Qadir,0.8,Document
,iqbal fazl quadir,,PERSON,0.8,Entity
,ira gershwin,,PERSON,0.8,Entity
,ireland,,GPE,0.8,Entity
,iron eagle,,NOUN_PHRASE,0.8,Concept
,iron eagle soundtrack,,Iron Eagle (soundtrack),0.8,Document
,irrigation canals,,NOUN_PHRASE,0.8,Concept
,irving berlin,,PERSON,0.8,Entity
,isaac carpenter,,PERSON,0.8,Entity
,islam,,ORG,0.8,Entity
,isle,,NOUN_PHRASE,0.8,Concept
,isle of man,,GPE,0.8,Entity
,issue,,NOUN_PHRASE,0.8,Concept
,italian,,NOUN_PHRASE,0.8,Concept
,italianil testimone,,NOUN_PHRASE,0.8,Concept
,its 1999 conception,,NOUN_PHRASE,0.8,Concept
,its aim,,NOUN_PHRASE,0.8,Concept
,its capital,,NOUN_PHRASE,0.8,Concept
,its chart appearance,,NOUN_PHRASE,0.8,Concept
,its debut,,NOUN_PHRASE,0.8,Concept
,its developer,,NOUN_PHRASE,0.8,Concept
,its evidence,,NOUN_PHRASE,0.8,Concept
,its final mix,,NOUN_PHRASE,0.8,Concept
,its first decade,,DATE,0.8,Entity
,its fleet,,NOUN_PHRASE,0.8,Concept
,its focus,,NOUN_PHRASE,0.8,Concept
,its initial class,,NOUN_PHRASE,0.8,Concept
,its latter half,,NOUN_PHRASE,0.8,Concept
,its lyrics,,NOUN_PHRASE,0.8,Concept
,its main base,,NOUN_PHRASE,0.8,Concept
,its main headquarters,,NOUN_PHRASE,0.8,Concept
,its main objective,,NOUN_PHRASE,0.8,Concept
,its main trailhead,,NOUN_PHRASE,0.8,Concept
,its musical score,,NOUN_PHRASE,0.8,Concept
,its original release,,NOUN_PHRASE,0.8,Concept
,its release,,NOUN_PHRASE,0.8,Concept
,its sequels,,NOUN_PHRASE,0.8,Concept
,its songs,,NOUN_PHRASE,0.8,Concept
,its star,,NOUN_PHRASE,0.8,Concept
,its terminus,,NOUN_PHRASE,0.8,Concept
,its three divisions,,NOUN_PHRASE,0.8,Concept
,its verses,,NOUN_PHRASE,0.8,Concept
,its way,,NOUN_PHRASE,0.8,Concept
,its widespread adoption,,NOUN_PHRASE,0.8,Concept
,itv,,ORG,0.8,Entity
,ivan lendl,,PERSON,0.8,Entity
,ivo karlovic,,NOUN_PHRASE,0.8,Concept
,j d souther,,J. D. Souther,0.8,Document
,j gordon edwards,,PERSON,0.8,Entity
,j paul getty,,NOUN_PHRASE,0.8,Concept
,jack andrew lowden,,PERSON,0.8,Entity
,jack bauers,,PERSON,0.8,Entity
,jack comer,,PERSON,0.8,Entity
,jack kaiser,,Jack Kaiser,0.8,Document
,jack lowden,,PERSON,0.8,Entity
,jack marshman,,Jack Marshman,0.8,Document
,jack sock,,PERSON,0.8,Entity
,jackanory playhouse,,NOUN_PHRASE,0.8,Concept
,jagger,,NOUN_PHRASE,0.8,Concept
,jaggerrichards,,Jagger/Richards,0.8,Document
,jaggers career,,NOUN_PHRASE,0.8,Concept
,james bond,,PERSON,0.8,Entity
,james cruze,,PERSON,0.8,Entity
,james frederick rodgers,,PERSON,0.8,Entity
,james l brooks,,PERSON,0.8,Entity
,james leroy augustin jagger,,PERSON,0.8,Entity
,james nesbitt,,PERSON,0.8,Entity
,james warwick,,PERSON,0.8,Entity
,jamie brown,,PERSON,0.8,Entity
,jamie brown composer,,Jamie Brown (composer),0.8,Document
,jamie murray,,PERSON,0.8,Entity
,jane,,PERSON,0.8,Entity
,jane eyre,,PERSON,0.8,Entity
,jane fitzgerald,,PERSON,0.8,Entity
,jane goldman,,PERSON,0.8,Entity
,janet montgomery,,PERSON,0.8,Entity
,jang yoon jeong,,PERSON,0.8,Entity
,janko tipsarevic,,PERSON,0.8,Entity
,january,,NOUN_PHRASE,0.8,Concept
,january 11 2010,,DATE,0.8,Entity
,january 19 1924,,DATE,0.8,Entity
,january 2013,,DATE,0.8,Entity
,january 2014,,DATE,0.8,Entity
,january 22 1995,,DATE,0.8,Entity
,january 25 1947,,DATE,0.8,Entity
,japan,,GPE,0.8,Entity
,japanese air raids,,NOUN_PHRASE,0.8,Concept
,japanese rule,,NOUN_PHRASE,0.8,Concept
,jason connery,,PERSON,0.8,Entity
,jason evigan,,PERSON,0.8,Entity
,jason henn,,PERSON,0.8,Entity
,jason regler,,PERSON,0.8,Entity
,jason regler stated that he had the idea for the flashing wristbands during a song built around which instrument,,"Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",1.0,Question
,jayne grayson,,Jayne Grayson,0.8,Document
,jayz,,ORG,0.8,Entity
,jazz,,NOUN_PHRASE,0.8,Concept
,jb priestley,,PERSON,0.8,Entity
,jd souther,,PERSON,0.8,Entity
,jean kennedy smith,,Jean Kennedy Smith,0.8,Document
,jeanbaptiste vuillaume,,ORG,0.8,Entity
,jeanclaude van damme,,PERSON,0.8,Entity
,jedrzejow,,GPE,0.8,Entity
,jedrzejow county,,GPE,0.8,Entity
,jeff coetzee,,PERSON,0.8,Entity
,jeff rouse,,PERSON,0.8,Entity
,jenny slate,,PERSON,0.8,Entity
,jeremy bates,,PERSON,0.8,Entity
,jerome fontamillas,,PERSON,0.8,Entity
,jerry duplessis,,PERSON,0.8,Entity
,jerry hall,,PERSON,0.8,Entity
